masv,hocky,namhoc,dtbhk,sotchk
20521516,1,2020,6.98,14
20521516,2,2020,6.45,19
20521516,1,2021,6.68,15
20521517,2,2020,8.34,19
20521517,1,2021,8.4,21
20521518,1,2020,5.91,15
20521518,2,2020,7.14,20
20521518,1,2021,7.04,18
20521519,2,2020,7.61,20
20521519,1,2021,6.98,16
20521520,1,2020,6.66,15
20521520,2,2020,7.39,19
20521520,1,2021,7.7,21
20521521,2,2020,7.29,21
20521521,1,2021,7.85,23
20521523,1,2020,8.06,15
20521523,2,2020,7.77,20
20521523,1,2021,7.06,18
20521524,1,2020,8.85,15
20521524,2,2020,8.96,19
20521524,1,2021,8.7,21
20521526,2,2020,7.31,19
20521526,3,2020,5.8,4
20521526,1,2021,6.25,21
20521527,2,2020,7.89,15
20521527,1,2021,8.3,20
20521528,2,2020,8.51,19
20521528,1,2021,7.87,20
20521529,2,2020,7.65,21
20521529,1,2021,7.91,19
20521530,2,2020,8.69,17
20521530,1,2021,9.03,19
20521531,2,2020,9.17,23
20521531,1,2021,8.65,27
20521532,2,2020,7.81,21
20521532,1,2021,8.01,13
20521533,1,2020,7.37,20
20521533,2,2020,7.95,19
20521533,1,2021,7.77,19
20521534,2,2020,8.75,19
20521534,3,2020,8.3,4
20521534,1,2021,9.41,21
20521535,1,2021,8.01,24
20521537,1,2020,3.96,15
20521537,2,2020,5.03,21
20521537,1,2021,5.32,19
20521538,2,2020,7.83,19
20521538,1,2021,8.7,21
20521540,2,2020,8.62,19
20521540,1,2021,8.57,19
20521541,2,2020,8.0,2
20521541,1,2021,7.26,22
20521542,2,2020,7.03,12
20521542,3,2020,7.75,8
20521542,1,2021,7.37,16
20521543,1,2020,6.85,15
20521543,2,2020,7.3,16
20521543,1,2021,8.63,19
20521544,1,2020,8.08,14
20521544,2,2020,7.45,15
20521544,3,2020,7.0,4
20521544,1,2021,8.12,19
20521546,2,2020,8.68,21
20521546,1,2021,8.95,23
20521547,1,2020,7.25,15
20521547,2,2020,7.05,16
20521547,1,2021,8.09,19
20521548,1,2020,6.32,15
20521548,2,2020,5.1,16
20521548,1,2021,6.48,16
20521549,2,2020,8.43,19
20521549,3,2020,8.0,4
20521549,1,2021,8.3,22
20521550,1,2020,7.81,16
20521550,2,2020,7.34,16
20521550,1,2021,8.33,21
20521551,1,2020,7.76,14
20521551,2,2020,7.81,22
20521551,1,2021,8.19,14
20521552,2,2020,3.15,10
20521552,3,2020,1.15,8
20521552,1,2021,6.16,9
20521553,2,2020,7.13,24
20521553,1,2021,8.22,18
20521554,2,2020,9.44,15
20521554,1,2021,8.93,20
20521555,2,2020,6.54,21
20521555,1,2021,7.43,20
20521556,2,2020,8.41,17
20521556,1,2021,8.31,18
20521557,1,2020,8.04,16
20521557,2,2020,7.69,19
20521557,1,2021,7.58,20
20521558,2,2020,8.08,26
20521558,1,2021,8.13,21
20521559,1,2020,5.63,15
20521559,2,2020,6.33,16
20521559,3,2020,6.6,4
20521559,1,2021,6.84,20
20521560,1,2020,8.97,15
20521560,2,2020,8.22,20
20521560,1,2021,8.74,20
20521561,1,2020,6.09,14
20521561,2,2020,6.31,15
20521561,1,2021,6.9,16
20521562,1,2020,7.88,19
20521562,1,2021,7.65,17
20521563,2,2020,7.71,21
20521563,1,2021,7.65,21
20521564,2,2020,7.28,16
20521564,1,2021,7.22,21
20521565,2,2020,8.9,22
20521565,1,2021,8.7,22
20521566,1,2020,7.64,16
20521566,2,2020,7.8,16
20521566,1,2021,7.92,22
20521568,2,2020,7.71,21
20521568,1,2021,7.85,21
20521569,2,2020,8.46,18
20521569,1,2021,8.88,23
20521570,2,2020,7.24,26
20521570,1,2021,7.46,21
20521571,2,2020,7.73,17
20521571,1,2021,8.1,17
20521573,1,2020,6.18,12
20521573,2,2020,6.17,19
20521573,1,2021,3.92,12
20521574,2,2020,9.11,21
20521574,1,2021,8.11,21
20521575,1,2020,6.85,19
20521575,2,2020,7.02,22
20521575,1,2021,7.64,17
20521576,2,2020,8.58,21
20521576,1,2021,8.7,21
20521577,2,2020,7.68,23
20521577,1,2021,7.8,23
20521578,1,2020,5.98,15
20521578,2,2020,0.0,0
20521578,1,2021,7.75,4
20521579,2,2020,4.86,17
20521579,1,2021,7.56,18
20521581,2,2020,7.98,28
20521581,1,2021,8.61,21
20521582,1,2020,7.06,14
20521582,2,2020,7.54,19
20521582,1,2021,6.98,17
20521583,2,2020,8.21,21
20521583,1,2021,7.62,21
20521584,1,2020,7.1,15
20521584,2,2020,7.3,20
20521584,3,2020,6.8,4
20521584,1,2021,7.45,20
20521585,2,2020,8.48,20
20521585,1,2021,8.7,20
20521586,2,2020,7.48,23
20521586,1,2021,7.57,21
20521587,1,2020,8.48,12
20521587,2,2020,8.69,21
20521587,3,2020,7.8,4
20521587,1,2021,8.67,23
20521588,1,2020,5.7,15
20521588,2,2020,7.28,16
20521588,1,2021,7.35,21
20521589,2,2020,7.33,17
20521589,1,2021,8.07,17
20521590,2,2020,5.58,12
20521590,1,2021,6.74,18
20521591,2,2020,8.81,23
20521591,1,2021,8.55,21
20521592,2,2020,8.86,19
20521592,1,2021,8.79,24
20521593,2,2020,7.57,18
20521593,1,2021,7.35,16
20521594,1,2020,8.29,16
20521594,2,2020,7.06,23
20521594,1,2021,8.06,20
20521595,1,2020,9.33,16
20521595,2,2020,8.11,20
20521595,1,2021,8.39,24
20521596,2,2020,8.62,16
20521596,1,2021,8.49,20
20521597,2,2020,7.84,23
20521597,1,2021,8.79,21
20521598,2,2020,7.91,23
20521598,1,2021,8.45,21
20521599,2,2020,8.08,20
20521599,1,2021,8.7,22
20521600,2,2020,7.03,20
20521600,1,2021,6.69,20
20521601,2,2020,6.01,19
20521601,1,2021,3.39,21
20521602,2,2020,6.93,28
20521602,1,2021,6.9,21
20521604,2,2020,8.99,20
20521604,1,2021,8.75,19
20521605,2,2020,6.09,21
20521605,1,2021,5.7,20
20521606,1,2020,6.41,16
20521606,2,2020,6.88,18
20521606,1,2021,7.32,21
20521607,2,2020,8.79,20
20521607,1,2021,8.96,21
20521608,2,2020,6.02,24
20521608,1,2021,7.43,22
20521609,1,2020,7.16,14
20521609,2,2020,7.78,19
20521609,3,2020,7.0,4
20521609,1,2021,7.23,21
20521610,2,2020,7.44,19
20521610,1,2021,7.24,19
20521614,2,2020,7.29,19
20521614,1,2021,8.08,21
20521615,2,2020,8.68,16
20521615,1,2021,8.28,24
20521616,1,2020,7.34,20
20521616,2,2020,6.25,24
20521616,1,2021,7.46,21
20521617,1,2021,7.46,21
20521619,1,2020,6.64,16
20521619,2,2020,6.91,18
20521619,1,2021,7.27,21
20521620,1,2020,5.09,19
20521620,2,2020,5.49,18
20521620,1,2021,6.06,17
20521621,2,2020,6.05,21
20521621,1,2021,6.02,20
20521622,1,2020,7.39,14
20521622,2,2020,7.97,20
20521622,1,2021,8.42,18
20521623,2,2020,8.61,18
20521623,1,2021,8.37,21
20521624,2,2020,8.04,19
20521624,1,2021,8.14,21
20521625,1,2020,8.63,12
20521625,2,2020,7.97,18
20521625,1,2021,7.81,20
20521626,2,2020,6.1,21
20521626,1,2021,7.04,19
20521627,1,2020,7.97,18
20521627,2,2020,6.83,18
20521627,1,2021,8.14,16
20521628,2,2020,4.21,16
20521628,1,2021,5.89,21
20521629,1,2020,5.95,15
20521629,2,2020,6.59,19
20521629,1,2021,8.37,15
20521630,1,2020,6.34,16
20521630,2,2020,6.72,18
20521630,1,2021,7.27,23
20521631,2,2020,8.65,21
20521631,1,2021,8.89,21
20521633,2,2020,5.89,12
20521633,3,2020,8.3,4
20521633,1,2021,8.72,15
20521634,2,2020,5.44,23
20521634,1,2021,6.38,16
20521635,1,2020,8.38,15
20521635,2,2020,8.43,18
20521635,3,2020,7.1,4
20521635,1,2021,8.37,22
20521636,2,2020,7.41,17
20521636,1,2021,7.35,16
20521637,2,2020,7.11,19
20521637,1,2021,6.6,23
20521638,1,2020,7.48,16
20521638,2,2020,6.69,20
20521638,1,2021,7.21,21
20521639,2,2020,7.03,18
20521639,1,2021,7.31,19
20521640,2,2020,6.43,21
20521640,1,2021,7.16,19
20521641,2,2020,4.88,19
20521641,1,2021,7.47,20
20521642,2,2020,8.75,21
20521642,1,2021,8.64,23
20521643,2,2020,8.68,19
20521643,1,2021,8.75,19
20521644,2,2020,7.71,17
20521644,1,2021,8.56,22
20521645,2,2020,7.44,26
20521645,1,2021,7.6,21
20521646,2,2020,8.44,19
20521646,1,2021,8.54,17
20521647,1,2020,7.63,20
20521647,2,2020,7.66,23
20521647,1,2021,7.98,23
20521648,2,2020,7.36,21
20521649,2,2020,8.19,18
20521649,1,2021,8.72,20
20521650,1,2020,6.81,14
20521650,2,2020,7.04,19
20521650,1,2021,7.48,19
20521651,1,2020,8.76,16
20521651,2,2020,9.13,18
20521651,1,2021,8.87,25
20521653,2,2020,7.19,10
20521653,3,2020,7.3,8
20521653,1,2021,8.56,18
20521654,2,2020,8.13,15
20521654,1,2021,8.44,16
20521655,1,2020,6.61,15
20521655,2,2020,5.82,19
20521655,1,2021,5.86,16
20521656,2,2020,7.28,24
20521656,1,2021,7.39,20
20521657,2,2020,8.72,18
20521657,1,2021,9.17,18
20521658,2,2020,5.28,18
20521658,1,2021,6.37,15
20521659,2,2020,8.89,19
20521659,1,2021,8.68,24
20521660,2,2020,1.69,21
20521660,1,2021,7.97,6
20521661,1,2020,8.84,14
20521661,2,2020,8.63,21
20521661,1,2021,8.77,20
20521662,1,2020,5.89,16
20521662,2,2020,5.37,18
20521662,1,2021,7.25,22
20521663,2,2020,7.03,18
20521663,1,2021,8.01,23
20521664,1,2020,7.37,16
20521664,2,2020,8.02,18
20521664,1,2021,8.13,24
20521665,2,2020,7.18,16
20521665,1,2021,7.81,20
20521666,1,2020,7.22,12
20521666,2,2020,6.73,19
20521666,1,2021,7.51,17
20521667,2,2020,8.35,21
20521667,1,2021,8.55,17
20521668,1,2020,6.77,19
20521668,2,2020,7.66,19
20521668,1,2021,8.19,20
20521669,1,2020,7.37,18
20521669,2,2020,7.96,20
20521669,1,2021,7.57,18
20521671,1,2020,6.89,18
20521671,2,2020,7.25,20
20521671,1,2021,7.76,18
20521672,2,2020,7.59,18
20521672,1,2021,7.86,16
20521673,2,2020,2.43,19
20521673,1,2021,4.01,17
20521674,1,2020,7.57,18
20521674,2,2020,8.04,20
20521674,1,2021,7.99,18
20521675,1,2020,7.43,19
20521675,2,2020,8.05,23
20521675,1,2021,7.88,20
20521676,1,2020,5.84,15
20521676,2,2020,5.85,19
20521676,1,2021,6.54,22
20521677,2,2020,6.55,17
20521677,1,2021,9.09,11
20521678,1,2020,8.02,14
20521678,2,2020,8.0,20
20521678,1,2021,8.44,14
20521679,2,2020,7.04,23
20521679,1,2021,7.8,18
20521680,2,2020,7.63,20
20521680,1,2021,7.82,18
20521681,2,2020,1.51,17
20521681,1,2021,0.63,14
20521682,2,2020,6.7,20
20521682,1,2021,7.37,18
20521683,2,2020,9.14,22
20521683,1,2021,8.84,21
20521684,1,2020,5.77,12
20521684,2,2020,6.23,21
20521684,3,2020,8.5,4
20521684,1,2021,7.4,18
20521685,2,2020,7.12,14
20521685,3,2020,6.4,8
20521685,1,2021,6.68,16
20521686,1,2020,6.47,19
20521686,2,2020,5.87,21
20521686,1,2021,5.51,22
20521687,2,2020,8.3,26
20521687,1,2021,8.8,21
20521688,1,2020,7.27,14
20521688,2,2020,7.3,15
20521688,3,2020,7.2,4
20521688,1,2021,7.59,21
20521689,1,2020,7.07,14
20521689,2,2020,7.62,15
20521689,3,2020,6.6,4
20521689,1,2021,8.46,22
20521690,1,2020,8.69,15
20521690,2,2020,8.13,20
20521690,3,2020,6.8,4
20521690,1,2021,8.5,22
20521692,1,2020,6.3,15
20521692,2,2020,6.68,19
20521692,1,2021,6.27,18
20521693,2,2020,4.46,21
20521693,1,2021,5.19,20
20521694,2,2020,6.83,12
20521694,3,2020,7.4,8
20521694,1,2021,8.06,16
20521695,1,2020,6.82,19
20521695,2,2020,6.86,22
20521695,1,2021,7.39,18
20521696,2,2020,7.35,28
20521696,1,2021,6.75,21
20521697,2,2020,7.9,20
20521697,1,2021,8.17,18
20521698,2,2020,8.05,19
20521698,3,2020,6.8,4
20521698,1,2021,8.07,23
20521699,1,2020,5.07,15
20521699,2,2020,6.31,21
20521699,3,2020,7.0,4
20521699,1,2021,7.7,22
20521700,2,2020,8.81,24
20521700,1,2021,8.77,21
20521701,1,2020,8.53,14
20521701,2,2020,7.61,17
20521701,3,2020,6.8,4
20521701,1,2021,8.06,23
20521702,1,2020,8.58,14
20521702,2,2020,8.75,19
20521702,3,2020,8.0,4
20521702,1,2021,8.23,21
20521703,2,2020,6.42,18
20521703,1,2021,7.29,18
20521704,2,2020,6.37,26
20521704,1,2021,6.2,21
20521705,2,2020,8.62,22
20521705,1,2021,8.69,18
20521707,1,2020,8.18,16
20521707,2,2020,8.69,18
20521707,1,2021,8.73,24
20521707,2,2021,7.74,20
20521708,2,2020,8.1,21
20521708,1,2021,9.14,20
20521709,1,2020,7.29,14
20521709,2,2020,5.7,19
20521709,1,2021,5.86,19
20521710,2,2020,5.94,24
20521710,1,2021,4.85,21
20521711,2,2020,8.33,23
20521711,1,2021,8.79,16
20521712,2,2020,7.7,26
20521712,1,2021,6.61,20
20521714,2,2020,7.44,26
20521714,1,2021,7.7,23
20521715,2,2020,8.94,20
20521715,1,2021,8.48,19
20521717,1,2020,8.19,19
20521717,2,2020,8.29,24
20521717,1,2021,8.58,18
20521718,1,2020,9.42,14
20521718,2,2020,8.71,17
20521718,3,2020,8.3,4
20521718,1,2021,8.63,19
20521719,2,2020,8.79,17
20521719,1,2021,8.77,24
20521720,2,2020,7.14,19
20521720,1,2021,7.68,21
20521721,2,2020,7.58,12
20521721,3,2020,8.45,8
20521721,1,2021,8.77,16
20521722,2,2020,7.42,23
20521722,1,2021,7.85,17
20521723,2,2020,2.29,18
20521723,1,2021,2.29,21
20521724,2,2020,6.38,20
20521724,1,2021,5.43,20
20521725,2,2020,8.59,14
20521725,3,2020,7.8,4
20521725,1,2021,8.93,18
20521726,2,2020,7.94,19
20521726,1,2021,8.29,17
20521727,1,2020,7.94,16
20521727,2,2020,8.49,16
20521727,1,2021,8.63,20
20521728,2,2020,7.53,17
20521728,1,2021,7.88,18
20521729,2,2020,7.96,26
20521729,1,2021,8.44,23
20521730,1,2020,7.59,15
20521730,2,2020,7.99,22
20521730,3,2020,7.7,4
20521730,1,2021,7.86,19
20521731,1,2020,7.58,20
20521731,2,2020,9.03,14
20521731,1,2021,8.53,16
20521732,2,2020,6.99,25
20521732,1,2021,6.92,25
20521733,1,2020,7.36,18
20521733,2,2020,7.61,18
20521733,1,2021,7.88,18
20521734,2,2020,9.19,16
20521734,1,2021,8.76,19
20521735,2,2020,5.13,18
20521735,1,2021,3.51,17
20521736,1,2020,8.14,14
20521736,2,2020,8.2,20
20521736,1,2021,8.23,18
20521737,1,2020,8.22,16
20521737,2,2020,8.58,16
20521737,1,2021,8.01,22
20521738,2,2020,7.68,16
20521738,3,2020,7.1,4
20521738,1,2021,7.36,20
20521739,2,2020,7.85,18
20521739,1,2021,8.08,16
20521740,1,2020,6.27,15
20521740,2,2020,7.22,20
20521740,3,2020,6.5,4
20521740,1,2021,6.99,24
20521741,1,2020,6.94,15
20521741,2,2020,7.51,18
20521741,1,2021,7.89,19
20521742,2,2020,8.14,17
20521742,1,2021,8.79,18
20521743,2,2020,8.81,17
20521743,1,2021,9.38,22
20521744,2,2020,7.32,16
20521744,1,2021,7.57,23
20521745,2,2020,7.4,16
20521745,1,2021,7.93,20
20521746,1,2020,7.58,12
20521746,2,2020,8.28,21
20521746,3,2020,7.3,4
20521746,1,2021,8.76,20
20521747,2,2020,5.52,26
20521747,1,2021,6.34,23
20521748,2,2020,7.02,17
20521748,1,2021,7.31,17
20521749,2,2020,8.44,24
20521749,1,2021,8.8,21
20521750,1,2020,8.21,14
20521750,2,2020,8.65,18
20521750,3,2020,8.3,4
20521750,1,2021,8.41,18
20521751,2,2020,7.32,21
20521751,1,2021,8.02,19
20521752,2,2020,8.94,17
20521752,1,2021,8.39,19
20521754,2,2020,8.86,20
20521754,1,2021,8.94,19
20521755,2,2020,7.08,23
20521755,1,2021,5.31,20
20521756,1,2020,8.62,14
20521756,2,2020,8.25,19
20521756,1,2021,8.37,19
20521757,2,2020,7.24,20
20521757,1,2021,7.01,18
20521758,2,2020,7.31,15
20521758,1,2021,8.51,19
20521759,2,2020,6.76,21
20521759,1,2021,7.68,17
20521760,1,2020,8.28,16
20521760,2,2020,8.66,16
20521760,1,2021,8.73,24
20521761,2,2020,8.36,18
20521761,1,2021,8.53,18
20521762,2,2020,4.69,27
20521762,1,2021,8.31,23
20521763,2,2020,9.63,19
20521763,1,2021,8.97,20
20521764,2,2020,8.18,17
20521764,1,2021,8.42,22
20521765,2,2020,6.97,17
20521765,1,2021,7.51,22
20521766,1,2020,7.92,16
20521766,2,2020,7.98,16
20521766,3,2020,6.6,4
20521766,1,2021,7.81,23
20521767,2,2020,7.99,22
20521767,1,2021,8.24,18
20521768,2,2020,9.03,19
20521768,1,2021,9.24,20
20521769,2,2020,7.92,19
20521769,1,2021,8.18,20
20521770,2,2020,8.0,21
20521770,1,2021,7.42,21
20521771,2,2020,8.05,24
20521771,1,2021,8.07,12
20521772,2,2020,7.85,23
20521772,1,2021,8.36,17
20521773,1,2020,5.72,16
20521773,2,2020,6.33,22
20521773,1,2021,6.99,21
20521774,2,2020,4.55,17
20521774,1,2021,7.45,21
20521775,2,2020,7.73,21
20521775,1,2021,8.42,18
20521776,1,2020,7.73,12
20521776,2,2020,8.27,19
20521776,3,2020,7.5,4
20521776,1,2021,8.14,22
20521777,2,2020,7.04,20
20521777,1,2021,7.4,16
20521778,1,2020,6.16,16
20521778,2,2020,5.56,20
20521778,1,2021,7.2,24
20521779,2,2020,8.16,17
20521779,1,2021,8.23,19
20521780,2,2020,4.82,21
20521780,1,2021,5.66,21
20521781,1,2020,8.74,16
20521781,2,2020,8.85,17
20521781,1,2021,8.85,19
20521782,2,2020,7.12,21
20521782,1,2021,7.55,24
20521783,2,2020,8.21,18
20521783,1,2021,8.87,17
20521784,2,2020,7.74,17
20521784,1,2021,6.88,22
20521785,2,2020,7.65,22
20521785,1,2021,7.8,18
20521786,1,2020,7.21,12
20521786,2,2020,3.64,19
20521786,1,2021,5.77,23
20521788,1,2020,4.18,16
20521788,2,2020,5.67,20
20521788,3,2020,6.5,4
20521788,1,2021,6.37,23
20521789,2,2020,5.69,19
20521789,1,2021,5.8,21
20521790,2,2020,7.81,19
20521790,1,2021,8.03,22
20521791,2,2020,5.72,21
20521791,1,2021,6.76,18
20521792,2,2020,1.03,11
20521793,2,2020,7.17,18
20521793,1,2021,7.92,19
20521794,1,2020,8.36,15
20521794,2,2020,8.58,18
20521794,1,2021,7.7,20
20521796,2,2020,6.09,23
20521796,1,2021,6.24,18
20521797,2,2020,5.17,19
20521797,1,2021,6.68,18
20521798,2,2020,5.97,20
20521798,1,2021,7.32,21
20521799,2,2020,6.68,27
20521799,1,2021,6.71,19
20521800,2,2020,8.89,19
20521800,1,2021,9.29,20
20521801,1,2020,8.36,15
20521801,2,2020,7.53,16
20521801,1,2021,7.88,16
20521802,1,2020,7.04,15
20521802,2,2020,7.52,21
20521802,1,2021,7.26,20
20521803,2,2020,8.01,24
20521803,1,2021,8.18,21
20521804,2,2020,7.98,17
20521804,1,2021,7.96,24
20521805,2,2020,1.05,13
20521805,1,2021,1.53,16
20521806,1,2020,6.65,20
20521806,2,2020,6.73,24
20521806,1,2021,7.46,21
20521807,1,2020,7.29,16
20521807,2,2020,6.77,23
20521807,1,2021,6.49,23
20521808,1,2020,7.36,15
20521808,2,2020,8.3,16
20521808,1,2021,8.8,20
20521809,2,2020,7.29,10
20521809,3,2020,7.0,8
20521810,2,2020,8.8,18
20521810,1,2021,8.02,21
20521811,2,2020,7.23,10
20521811,3,2020,6.6,8
20521811,1,2021,7.48,14
20521812,2,2020,8.02,22
20521812,1,2021,8.76,18
20521813,1,2020,8.67,15
20521813,2,2020,8.59,17
20521813,1,2021,9.45,19
20521814,1,2020,4.35,16
20521814,2,2020,0.59,21
20521814,1,2021,0.83,12
20521815,2,2020,8.42,19
20521815,1,2021,9.13,20
20521816,1,2020,7.21,16
20521816,2,2020,7.02,18
20521816,1,2021,7.34,18
20521817,2,2020,8.35,15
20521817,1,2021,8.37,19
20521818,1,2020,8.96,15
20521818,2,2020,8.41,17
20521818,3,2020,7.1,4
20521818,1,2021,9.0,18
20521819,2,2020,6.67,16
20521819,1,2021,6.4,21
20521820,2,2020,7.99,26
20521820,1,2021,8.7,21
20521821,1,2020,7.63,15
20521821,2,2020,7.21,18
20521821,3,2020,7.0,4
20521821,1,2021,7.7,21
20521822,2,2020,7.87,15
20521822,1,2021,8.75,22
20521823,2,2020,8.36,19
20521823,1,2021,8.31,17
20521824,2,2020,6.98,10
20521824,3,2020,7.5,8
20521824,1,2021,8.86,16
20521825,1,2020,8.56,14
20521825,2,2020,9.12,19
20521825,3,2020,7.5,4
20521825,1,2021,8.62,21
20521826,2,2020,8.82,21
20521826,1,2021,8.74,23
20521829,2,2020,7.54,16
20521829,1,2021,8.74,19
20521830,2,2020,8.13,18
20521830,1,2021,8.34,20
20521831,2,2020,8.65,16
20521831,1,2021,9.12,20
20521832,2,2020,7.29,19
20521832,1,2021,8.08,23
20521833,1,2020,6.98,20
20521833,2,2020,7.66,18
20521833,1,2021,7.2,18
20521834,2,2020,6.91,10
20521834,3,2020,6.85,8
20521834,1,2021,8.04,16
20521835,2,2020,6.7,16
20521835,1,2021,6.18,18
20521836,1,2020,6.62,20
20521836,2,2020,7.06,22
20521836,1,2021,7.06,23
20521837,2,2020,7.59,22
20521837,1,2021,7.44,20
20521838,1,2020,6.55,19
20521838,2,2020,5.92,23
20521838,1,2021,7.23,20
20521839,2,2020,9.22,20
20521839,1,2021,9.3,20
20521840,2,2020,0.75,17
20521840,1,2021,4.42,24
20521841,1,2020,7.04,15
20521841,2,2020,7.15,20
20521841,1,2021,7.53,19
20521842,2,2020,0.92,24
20521843,1,2020,6.7,16
20521843,2,2020,6.93,19
20521843,1,2021,7.64,22
20521844,1,2020,6.44,15
20521844,2,2020,7.37,21
20521844,3,2020,6.5,4
20521844,1,2021,7.34,23
20521845,1,2020,8.41,18
20521845,2,2020,8.22,19
20521845,1,2021,8.22,19
20521846,1,2020,7.04,14
20521846,2,2020,6.48,19
20521846,1,2021,7.27,19
20521847,1,2020,7.52,18
20521847,2,2020,7.06,19
20521847,1,2021,7.65,19
20521848,2,2020,0.0,0
20521848,1,2021,0.99,17
20521849,2,2020,6.88,17
20521849,1,2021,8.16,21
20521850,2,2020,7.69,24
20521850,1,2021,8.7,23
20521851,1,2020,5.99,20
20521851,2,2020,7.12,18
20521851,1,2021,7.59,21
20521852,2,2020,7.16,21
20521852,1,2021,8.38,23
20521853,1,2020,8.06,16
20521853,2,2020,8.0,19
20521853,1,2021,8.54,20
20521854,2,2020,6.25,8
20521854,3,2020,6.75,8
20521854,1,2021,7.11,18
20521855,2,2020,8.57,19
20521855,1,2021,8.46,20
20521856,2,2020,4.88,21
20521856,1,2021,4.36,21
20521857,1,2020,7.91,19
20521857,2,2020,8.45,19
20521857,1,2021,8.05,17
20521858,2,2020,8.12,21
20521858,1,2021,7.79,17
20521859,2,2020,7.73,18
20521859,1,2021,9.05,20
20521860,2,2020,8.75,16
20521860,1,2021,8.66,21
20521861,1,2020,8.71,12
20521861,2,2020,8.16,19
20521861,1,2021,8.15,19
20521862,1,2020,7.14,15
20521862,2,2020,8.37,19
20521862,1,2021,8.43,18
20521863,2,2020,8.02,25
20521863,1,2021,9.09,23
20521864,1,2020,6.42,15
20521864,2,2020,6.85,19
20521864,1,2021,7.06,18
20521865,2,2020,8.24,19
20521865,1,2021,8.81,16
20521866,1,2020,8.77,15
20521866,2,2020,9.12,17
20521866,3,2020,7.3,4
20521866,1,2021,8.56,17
20521867,2,2020,8.41,18
20521867,1,2021,8.07,22
20521868,2,2020,7.83,15
20521868,1,2021,7.16,20
20521869,2,2020,6.45,19
20521869,1,2021,3.66,18
20521870,2,2020,6.58,10
20521870,3,2020,6.85,8
20521870,1,2021,6.1,16
20521871,2,2020,8.29,21
20521871,1,2021,8.87,20
20521872,2,2020,0.0,11
20521873,1,2020,5.19,15
20521873,2,2020,5.68,19
20521873,1,2021,5.71,15
20521875,2,2020,8.79,15
20521875,1,2021,8.76,21
20521876,2,2020,4.86,20
20521876,1,2021,4.35,19
20521877,2,2020,7.98,19
20521877,1,2021,7.44,19
20521878,2,2020,8.8,16
20521878,1,2021,9.29,22
20521880,2,2020,6.9,10
20521880,3,2020,6.8,8
20521880,1,2021,7.18,18
20521881,2,2020,8.52,19
20521881,1,2021,8.49,21
20521882,1,2020,8.37,16
20521882,2,2020,7.67,21
20521882,1,2021,7.95,16
20521883,1,2020,9.11,16
20521883,2,2020,8.98,21
20521883,3,2020,8.3,4
20521883,1,2021,9.16,22
20521884,2,2020,8.98,17
20521884,1,2021,9.38,21
20521885,2,2020,6.32,18
20521885,1,2021,6.71,18
20521886,1,2020,6.98,20
20521886,2,2020,6.71,22
20521886,1,2021,7.06,21
20521887,1,2020,7.51,12
20521887,2,2020,7.44,21
20521887,3,2020,6.6,4
20521887,1,2021,7.6,23
20521888,1,2020,8.88,12
20521888,2,2020,8.89,15
20521888,1,2021,8.58,29
20521889,2,2020,4.28,19
20521889,1,2021,6.35,21
20521890,1,2020,8.44,14
20521890,2,2020,8.15,19
20521890,1,2021,8.3,21
20521891,1,2020,7.61,14
20521891,2,2020,6.86,17
20521891,1,2021,7.25,19
20521892,2,2020,7.63,19
20521892,3,2020,7.2,4
20521892,1,2021,7.29,23
20521893,1,2020,8.42,15
20521893,2,2020,8.04,20
20521893,1,2021,8.38,20
20521894,1,2020,5.03,15
20521894,2,2020,5.11,21
20521894,1,2021,0.89,18
20521895,2,2020,8.12,19
20521895,1,2021,8.76,21
20521896,2,2020,8.03,14
20521896,1,2021,7.09,20
20521897,1,2020,6.25,20
20521897,2,2020,6.43,15
20521897,1,2021,6.08,16
20521898,2,2020,6.86,19
20521898,1,2021,7.79,19
20521900,2,2020,8.06,23
20521900,1,2021,8.68,25
20521901,2,2020,6.04,20
20521901,1,2021,5.64,16
20521902,2,2020,7.7,16
20521902,1,2021,7.5,20
20521903,1,2020,8.03,19
20521903,2,2020,8.08,23
20521903,1,2021,8.01,22
20521904,2,2020,8.32,21
20521904,1,2021,7.28,18
20521905,2,2020,8.82,15
20521905,1,2021,4.12,18
20521906,2,2020,3.7,20
20521906,1,2021,5.34,23
20521907,2,2020,9.15,23
20521907,3,2020,8.7,4
20521907,1,2021,8.76,25
20521908,2,2020,5.79,18
20521908,1,2021,7.88,18
20521909,2,2020,7.36,17
20521909,1,2021,7.8,24
20521912,2,2020,7.3,22
20521912,1,2021,7.74,14
20521913,2,2020,7.39,19
20521913,1,2021,8.29,18
20521914,1,2020,7.11,18
20521914,2,2020,0.65,21
20521915,1,2020,6.35,16
20521915,2,2020,1.57,18
20521916,2,2020,6.39,21
20521916,1,2021,7.83,22
20521917,1,2020,4.64,15
20521917,2,2020,6.24,19
20521917,1,2021,5.44,17
20521918,2,2020,5.81,22
20521918,1,2021,4.42,15
20521919,1,2020,6.44,19
20521919,2,2020,7.56,23
20521919,1,2021,7.86,18
20521920,2,2020,7.35,10
20521920,3,2020,7.45,8
20521920,1,2021,8.68,18
20521922,2,2020,6.85,21
20521922,1,2021,7.08,22
20521923,2,2020,8.08,16
20521923,1,2021,7.91,18
20521924,2,2020,8.72,22
20521924,1,2021,7.81,22
20521925,2,2020,8.15,20
